ID,model_ID,year,price,mileage,tax,mpg,engineSize,transmission_ID,fuel_ID
15558,25,2019,29290,4703,145,57.70000076,2,4,1
15559,13,2019,20461,14658,145,53.29999924,1.299999952,4,5
15560,25,2017,23047,8143,145,65.69999695,2.099999905,4,1
15561,30,2015,17991,29139,125,57.70000076,2.099999905,4,1
15562,25,2016,20700,27890,20,67.30000305,2.099999905,4,1
15563,37,2019,33495,12344,145,56.5,2.099999905,4,1
15564,35,2015,16791,42328,145,55.40000153,2.099999905,4,1
15565,25,2016,17699,43236,30,61.40000153,2.099999905,4,1
15566,25,2019,27791,9057,145,56.5,2,4,1
15567,13,2019,18499,14978,145,65.69999695,1.5,4,1
